union_name,union_category,tag,union_introduction
스꾸디오,제작,"영상, 촬영, 편집","🎬유튜브 SKKU:DIO 스꾸디오 10기 모집

💚유튜브채널을 직접 운영하며 영상 촬영, 제작 경험을 통한 실무적인 능력 향상

💚스터디를 통한 영상 제작 및 포토샵 실력 향상

💚친목활동을 통해 이루는 대학생활 낭만

안녕하세요‼️ SKKU:DIO입니다🎥

✔️정기 회의 | 매주 월요일 18시 (인사캠)

✔️지원 대상 | 콘텐츠 크리에이팅에 관심있고 성실한 사람이면 누구나‼️
* 콘텐츠 분야에 관심이 있고 관련 분야에 경험을 쌓고 싶은 싶은 새내기, 재학생, 휴학생
* 영상 편집을 배우고 직접 유튜브를 운영하고 싶으나 1인 유튜버로 활동하기에 부담스러웠던 분들!
* 영상을 기획하고 제작 과정에 직접 참여하여 실무를 경험해보고 싶은 분들!

✔️활동 내용 | 저희는 유튜브 트렌드를 분석한 뒤에, 그것을 바탕으로 영상을 찍고, 편집까지 해서 영상제작과정을 경험하는 것이 주목적입니다!"
피닉스,문화생활,"맛집, 치킨, 번개, 친목","수도권 지역 연합 치킨동아리 ⭐️피닉스⭐️에서 20-2기 신입 부원을 모집합니다! 피닉스는 연세대학교에서 시작되어 현재 12년차인 수도권 지역 연합 동아리입니다😊

🐤피닉스의 활동?
1. 정기모임: 격주로 서울 지역에서 모임을 가지며 치킨위주의 닭요리를 먹으며 (타지역) 맛집탐방도 하고 친목을 다지는 활동을 합니다. 🤩
2. 치킨 관련 활동: 치킨 품평회, 타 치킨 동아리와의 연합, 치킨 관련 행사 등 치킨과 관련된 활동을 할 수 있어요😊
3. 번개모임: 정기 모임이 아니어도 피닉스 부원 누구나 번개를 열 수 있어요! 원하는 활동을 자유롭게 올려주시면 됩니다😊

🐤주요 활동 지역
신촌, 홍대, 건대, 강남 등 서울의 여러 핫플

🐤활동 요일
격주 월요일 or 토요일 6시 이후
번개모임은 언제든 가능! 🤩"
SEDA,학술,"경제, 발표, 세미나, 스터디, 친목","[성균관대학교 경제토론학회 SEDA 35기 신입학회원 추가모집]

❝SEDA : Skku Economy Debating Association❞
SEDA는 현재 활동 중인 경제대학 학회 중에서 가장 오랜 전통을 가진 학회로서, 이동원 교수님의 지도하에 경제이론과 시사적 지식을 바탕으로 경제 이슈에 대해 토론하는 경제대학 소속 공식 경제 토론학회입니다.

▶ 주요 활동
1. 공식 세미나
매주 수요일
PM 6:00~8:00 진행
PM 6:00~7:00 발표 및 Q&A
PM 7:00~8:00 토론
매주 한 팀(3~4명)이 경제 관련 자유주제로 발제 및 토론을 진행하고, 학기마다 6~7번의 세미나, 방학에 3~4번의 세미나를 수행합니다.

발제를 준비하는 과정에서 발제문 주제 선정 및 내용 구성, 근거자료의 부족, 토론주제 선정과 같은 여러 가지 문제들을 마주할 수 있습니다. SEDA에서는 학회원 간 피드백 시스템을 통해 위와 같은 어려움을 사전에 검토하고, 발제문에서 부족한 부분을 보완하고 있습니다.

* SEDA에서 지난학기와 여름방학에 다루었던 주제들 *소유분산기업의 지배구조-정부개입, 반도체 패권경쟁, 노동시장과 노란봉투법, 한미 기준금리, 재정준칙 법제화, 전세사기 특별법, 기업 탄소중립정책, 한일 통화스와프, 국민연금 개혁

2. 스터디
SEDA에서는 학회의 공식적인 세미나 외에도 미시경제학, 거시경제학, 경제수학, 경제통계분석, 계량경제학과 같은 주요전공과목, 경제신문, 토익, PSAT 등 다양한 분야에서의 스터디가 진행되고 있습니다. 기존에 형성되어 있는 스터디에서 활동할 수 있을 뿐만 아니라, 자신이 평소에 관심 있었던 과목 또는 다양한 분야에 대해서 자유롭게 스터디를 결성하고 활동할 수 있습니다.

세미나의 경우에는 공식적인 활동인 만큼 엄격하게 진행되고 있지만 스터디의 경우에는 학회원들이 자유롭게 커리큘럼과 규칙을 결정하여 진행됩니다. 따라서 좀 더 편안한 분위기에서 공부하며 정보를 공유하고 친목을 다질 수 있는 기회가 됩니다. 또한 신문스터디의 경우 활동 기수가 지나고 난 뒤에도 자발적으로 원하는 학회원들끼리 활동을 지속해 나가고 있습니다.

3. 다양한 인적네트워크
SEDA에서는 공기업, 사기업, 대학원 등 다양한 분야에 계신 학회 선배님들을 초청하여 강연을 듣는 드림컨설팅(매년 1학기), 여러 분야의 선배님들과 식사하고 이야기할 수 있는 SEDA인의 밤(매년 2학기) 등의 행사를 통해 선후배 간 많은 인적 교류를 하고 있습니다.
2022년 가을 학기에 있었던 세다인의 밤 행사와 2023년 봄학기 드림컨설팅 행사에는 한국은행, 산업은행 등 금융공기업에 입사하신 선배님들과 행시 재경직에 합격하신 선배님 외에도 금융권, 경제대학원, 로스쿨 등 다양한 분야에 종사하고 계시는 학회 선배님들께서 참석해주셨습니다. 또한 2022년 2학기 및 2023년 1학기에는 선배님께서 테셋 응시료를 지원해주셔서, 많은 학회원들이 스터디조를 꾸려 2023년 하반기 테셋 시험을 준비하고 있습니다.

4. 기타 친목 활동
SEDA의 장점으로는 심화된 공부를 하는 것 이외에도 다른 여러 가지가 있습니다. 다함께 공부하는 것도 중요하지만, 잊지 못할 대학생활을 위한 추억을 만드는 것 역시 중요하겠죠. SEDA는 학기 당 한 번의 전체 및 기 MT, 소풍, 짝조 제도 등의 다양한 행사를 통해 학회원 간의 친목을 도모하고 있습니다."
STTA,스포츠,"탁구, 운동","성균관대학교 탁구동아리 STTA에서 신입회원을 모집합니다!!
Sungkyunkwan Table Tennis Association

🏓 모집대상 🏓

탁구에 관심이 있고, 탁구를 좋아하는 모든 성균관대학교 학생들 🥰🥰

🏓회비: 신입생 무료~

🏓구장비: 한 학기 11만원 (외부 탁구장을 이용하는 관계로 관장님께 드리는 비용입니다.)

🏓활동 요일

- 공식 훈련 시간: 탁구 동아리 선배들이 기초부터 알려드리는 시간입니다! 원하는 날에 오시면 됩니다.

매주 월,수,목요일 6시 10분~7시 40분

- 레슨

관장님께서 주 2회(월, 수) 진행하시는 레슨을 훈련 시간에 받을 수 있습니다.
레슨 비용은 월 30,000원이며, 열심히 참여 시 참여 빈도에 따라 지원금도 지급해 드립니다!

- 밤탁

매일 밤 10시 이후 신입생들과 재학생들이 어울려 자유롭게 탁구를 즐길 수 있습니다.

🏓유의 사항

(1) 활동 장소 관련

교내 체육관은 사용이 불가능하여 신수현탁구클럽에서 활동합니다.

(2) 개인 장비 관련

탁구채, 탁구화 등 개인이 소지하고 있으면 당연히 가져오셔도 됩니다. 탁구장에도 구비된 라켓이 있어 이를 활용하여 활동 가능합니다. 또한 연 1회 탁구채를 공동 구매를 진행합니다.

🏓 초보자, 실력자 모두 환영합니다 🥰
🏓 신입생, 고학번 모두 환영합니다 🥳
🏓 불참 괜찮습니다 (늦참은 관장님께서 싫어하시니 가급적이면 시간을 지켜주세요!) 😎
🏓 동아리방은 성균관대 자연과학캠퍼스 학생회관 3층에 있습니다

🤔🏓 자주하는 질문 🏓🤔

🤔🏓 정기 훈련 말고 다른 활동은 없나요??

정기 훈련 말고도, 타 학교와의 교류전, 랭킹전, 홈커밍, 전국대회 등의 여러 행사들을 진행하고 있습니다!!
전국대회, 교류전은 1박2일로 진행하며 다른 학교와의 뒤풀이, 방치기 등 여러가지 재미있는 일들도 빼놓을 수 없겠죠???

🤔🏓 탁구채를 처음 잡아보는 초보인데, 동아리 활동이 가능할까요??

물론입니다! 매 활동시마다 코치진들이 배우고자 하는 분들을 가르치고, 도와드리고 있습니다! 탁구에 대한 관심만 가지고 있으시면 충분합니다!

부원들 중에도 동아리에서 탁구채를 처음 잡아본 분들이 많이 계십니다. 또한 처음에는 많이 미숙했지만 꾸준한 활동과 레슨을 통해 대회에서도 통할 정도로 실력이 상승하신 분들도 정말 많답니다!

🤔🏓 신입생 수는 많은 편인가요??

보통 신입생의 비율이 많으나, 전체적으로 다양한 학번들이 편하게 활동하고 있습니다!!

저 또한 2학년 후반에 STTA에 가입했고 열심히 활동 중입니다!

운동동아리 특징상 복학생들도 학번 관계없이 어울려 지내실 수 있습니다!

🤔🏓 회비는 어디에 사용되나요??

회비는 동방 관리(시설, 공용 라켓 및 공 관리), 단체 유니폼 구입비 지원, 교류전 및 대회 행사 지원, 기타행사 참여비 및 회식비 지원 이벤트로 사용됩니다!!

🤔🏓 운동동아리이면 여자는 매니저만 받나요??

아닙니다! 여성 부원들도 남성 부원들과 똑같이 활동합니다. 탁구는 힘이 아닌 기술로 하는 스포츠이고, 몸싸움도 없으므로 여자도 남자와 동등한 위치에서 겨룰 수 있는 스포츠입니다. 저희는 탁구를 치거나좋아하는 사람이면 모두 탁구인으로 받습니다!"
Re:Skku,환경,"환경, 업사이클링, 프로젝트","안녕하세요! 🌱중앙환경동아리 Re:Skku🌱입니다.
💚Re:Skku에서 2023년 2학기에 함께 활동하실 7기 신규 부원을 모집합니다💚

Re:Skku의 비전은 환경 보호를 실천하고 그 안의 '나'라는 존재로서 캠퍼스를 시작으로 나아가 한국 사회 속에서도 영향력을 발휘하는 것입니다.

유별나다고 생각할까 봐
너무 진지할까 봐
귀찮을까 봐

! 미루고 미뤘던 이야기 !
! 혼자 생각만 하던 환경문제 !

함께 해결하면서 사회에 변화를 일으켜 보아요! 레스큐는 환경과 관련된 사회문제를 나누고 싶은 모든 성균관대학교 학생들과 공감하고 소통하는 공간입니다.

♻️Re:Skku의 연혁
2023년 1학기에 Re:Skku는 “폐현수막 업사이클링 프로젝트, 지구의 날 기념행사 부스”를 주요 프로젝트로 진행하였고, 이외에도 제로웨이스트 공방 및 비건 식당 방문, 환경 영화 소모임 등의 다양한 활동을 하며 환경보호, 탄소중립에 앞장서고자 노력하였습니다.

또한, 동아리 내에서의 활동을 넘어 환경 스타트업 기업인 ‘딜랏’과의 협업을 통해 현직 실무자와 같이 직접 사업 기획에 참여하고, 멘토링 등의 다양한 활동을 진행하였으며 앞으로도 다양한 협업 가능성을 열어두고 있습니다.

♻️2023-2 예정 활동
- <서울시 탄소중립 캠퍼스타운> 탄소 중립 프로젝트
- 이면지 업사이클링 프로젝트
- 현수막 업사이클링 돗자리 대여 사업
- 친환경 여행
- 교내 쓰레기통 지도 제작
- 환경 영화 및 독서 소모임
- 그 외 환경프로젝트 기획
"
한페이지,사진,"사진, 핫플","📸 한페이지 (사진동아리) : 4기 모집 📸
부제: 사진으로 풍경을 담는다/사진으로 나를 이야기한다

사진동아리 “한페이지” 에서 4기 동아리원을 새롭게 모집합니다🤟

평소 가보고 싶었지만 혼자가기 어려웠던
서울권 핫플에 방문해 인생사진/인스타 사진 남기고,
나의 한페이지를 기록에 남기는 동아리 입니다!

📸운영주체
-사진 찍는걸 좋아하는 홍대생 회장!
-이외 임원진 4명, 모두 다양한 전공의 서울권 대학 재학/휴학생으로 구성
-대학생에 의해 자치적으로 운영되며 정치,종교,시민단체와 전혀 관련 없음

📽활동내용 : 방학기간 10~11월/ 약 2개월간
_지난활동내용: 힙지로, 고궁, 빛초롱, 롯데월드
-이번활동내용: 동아리원들과 상의해서 결정할 예정! (서울 핫플 위주로)
-집결지: 홍대입구역 1번출구에서 모여서 이동
*조편성에 따라서 장소가 변경될 수 있음을 알려드립니다.

-1-2주 1회 활동 (DSLR 및 미러리스 필수 아님)
-활동 후 한페이지 공식 인스타그램 계정에 업로드"
콤마,강연,"전공, 강연, 교육, 봉사","안녕하세요. 전공강연 연합동아리 COM.MA입니다!
콤마는 🌟COMmunication with MAjor🌟의 약자로 ‘전공을 통해 소통하다’라는 의미처럼 다양한 학과의 대학생들이 모여 중•고등학교 학생들을 대상으로 본인의 말로 본인의 전공을 소개하며 멘토링을 해주는 전공강연 연합동아리입니다💖

콤마와 함께라면!
❤️‍🔥전공강연을 통해 전공에 대한 애정과 이해도 UP!
❤️‍🔥PPT 제작 및 발표 실력 UP!
❤️‍🔥봉사활동을 통한 보람 UP!
❤️‍🔥매주 열리는 조모임과 각종 소모임을 통한 친목 UP!
하실 수 있습니다 :D

✔️다양한 학교, 학과의 사람들을 만나보고 싶으신 분!
✔️발표가 무서웠지만 이제는 당당히 해보고 싶으신 분!
✔️중고등학생들의 진로를 찾아주며 보람을 느끼고 싶으신 분!
✔️전공과 친해지고 싶으신 분!

모두에게 콤마를 적극 추천해드립니다!🔥🔥"
SKKUO,음악,"오케스트라, 악기","💞함께해요, 오케스트라!💞
[성균관대학교 오케스트라 SKKUO]에서 37기 신입부원을 모집합니다!!

🎶성균관대학교 오케스트라 SKKUO?
명륜율전 합동 중앙동아리 SKKUO가 여러분들을 기다립니다🥰
악기를 새로 배워보고 싶다!
다룰 출 아는 악기가 있어 오케스트라 활동을 하고 싶다!
함께 연주회에 참여하여 소중한 추억을 만들고 싶다!
악기 무관/ 나이 무관/ 학과 무관/ 초보도 환영!

❓️2학기에 입부해도 부원들과 친해질 수 있을까요?
2학기에도 명율 총 MT/소연주회/봄연주회/개강&종강총회/그 외 각종 소모임 등 다양한 활동을 계획 중입니다! 언제든지 부담없이 가입해주세요"
SEPO,학술,"경영, 전략, 프로젝트, 발표, 스터디","성균관대학교 실전경영전략학술회 SEPO에서 58-2기 신입 학회원을 모집합니다!

🧬SEPO 소개🧬
Study and Exercise business. Your perspective Opens. SEPO는 성균관대학교에서 가장 오래된 경영학회입니다. 1965년부터 시작된 만큼 오랜 역사와 정통을 자랑하는 SEPO는 지난 학기 경영 이론 학습과 더불어 ‘경영전략’ 실전 적용으로 학회 목적을 구체화하면서 SoBA에서 SEPO로 새롭게 발돋움하게 되었습니다. 지도교수님이셨던 이건창 교수님을 비롯해 총 8분이 본교 교수님으로 재직 중이시며, 현재는 경영대학 김안드레아 교수님의 지도 하에 경영학 전반에 대해 심층적으로 탐구하고 있습니다.

📍활동 내용
정기 세미나는 매주 화요일 오후 6시에 진행됩니다. 개인발표와 팀발표, 산학협력 프로젝트 결과 보고를 진행합니다.

🔎산학협력 프로젝트
실제 기업과의 산학협력은 학회원들과 팀을 구성하여 기업이 제시한 마케팅, 경영 전략 과제를 해결하기 위한 프로젝트를 수행하는 활동입니다. 학회 내 피드백 교류와 기업과의 소통을 통해 아이디어를 구체화하고 실행합니다. 최종적으로 기업 실무진 대상 PT를 진행하며 경영에 대한 실전감각을 기를 수 있습니다. 산학협력 활동은 다양한 주제로 기업과 협업을 진행하며 수료 후 기업의 직인이 찍힌 수료증을 받을 수 있는 활동입니다. 학회원들은 산학협력 활동을 통해 경영에 대한 실무 역량과 함께 협동력과 창의력을 제고할 수 있습니다.
이번 학기 산학협력 예정 기업: 맘스터치, 메타브, DeepLeHR

🔎팀발표
팀발표는 한 학기 동안 팀원들과 기업을 선정하여 분석한 후 경영 전략을 도출해내는 장기 프로젝트입니다. SWOT분석 등 다양한 분석 기법을 활용하며 기업의 경영활동에 대한 다각적인 탐구를 진행합니다. 팀발표를 통해 팀원들과 프로젝트를 진행하면서 협동력을 기를 수 있으며 이론부터 실전에 거친 경영학 전반에 대한 이해와 더불어 다각적인 탐구로 분석력을 기를 수 있습니다.

🔎개인발표
개인발표는 DBR에서 다루는 내용 중 기업, 산업 등 자신의 관심 분야를 반영하여 주제를 선정하고, 이에 대해 면밀한 조사와 탐구를 진행하는 활동입니다. 개인발표를 통해 관심 분야에 대한 경영 지식을 습득할 수 있으며 주제 선정부터 내용 탐구까지 스스로 수행해나가며 주체성과 PT 진행 능력을 기를 수 있습니다.

🔎DBR스터디
SEPO는 경영 전문 매거진 DBR(동아비즈니스리뷰)와 제휴한 유일한 학회로 모든 학회원들이 매거진을 무료로 수령하고 있습니다. 세미나 시간과 별개로 매주 조별로 DBR기사를 읽고 주제를 선정하여 스터디를 진행합니다. DBR스터디는 경영 이론 학습을 비롯해 경영학에 대한 심층적 이해를 위한 DBR과 제휴를 맺은 SEPO만의 학술적인 활동입니다. DBR스터디를 통해 다양한 주제에 대한 발제와 토의를 거치며 기업 및 산업 분석 역량을 쌓는 기회가 주어집니다.

📍네트워크
학회 내부에서 자율적으로 스터디를 결성하고 주기적인 학술적 교류는 물론 학회원들과의 친밀한 관계를 형성할 수 있습니다.
매년 SEPO의 모든 기수가 모이는 ‘홈커밍데이’에서 58년의 전통을 자랑하는 많은 선배님들과 교류하며 친분을 쌓을 수 있습니다. 또한 SEPO 선배님의 강연으로 취업 정보 등, 유익한 정보를 얻을 수 있습니다.
이외에도 소풍, MT, 축제, 모임 등을 통해 학회원들과 소중한 추억을 쌓고 있습니다💚"
마술피리,학술,"마케팅, 공모전, 세션","안녕하세요. 성균관대학교 NO.1 마케팅 학회 마술피리입니다.
마술피리는 '마케팅이 술술 피어나리'라는 의미로, 2005년에 설립되어 올해로 19년차를 맞이하였고, 설립된 이래 19년동안 150회 이상의 수상을 기록하며 성균관대학교를 대표하는 마케팅 학회로 자리잡았습니다.

마술피리는 '사람과 성장의 학회'라는 모토를 바탕으로 ‘6 values(마케팅지식, 발표력, 창의력, 팀워크, 논리적 사고, 시각화)’를 골고루 갖춘 전문 마케터로의 성장을 함께 도모하고 있습니다.

마케팅 지식이 부족하시더라도, 관심과 열정이 있으시다면 누구나 환영합니다! 열정 가득한 학회원들과 마술피리에서 자신만의 길을 발견하기를 바랍니다. 마술피리의 38번째 가족이 될 여러분을 기다립니다🤗

자세한 내용은 마술피리 홈페이지(http://skkumapi.kr/)와 마술피리 인스타그램(@skkumapi_no.1) 혹은 페이스북(SKKU 마술피리)을 방문해주세요.

🔍커리큘럼
1) 정기 세션
매주 수요일 저녁 6시 정기 세션에서 모든 학회원들이 모여 마케팅에 대해 배우고, 다양한 마케팅 주제를 연구합니다.
⠀
2) 자체 커리큘럼
개인발표와 팀별 PT로 커뮤니케이션 기획, 상품 기획 등 다양한 마케팅 전략을 제시하며, 마케터로서의 기본기를 다집니다.
⠀
3) 외부 공모전 및 산학협력 참여
학회 내 팀별 PT로 기본기를 다진 후 다양한 외부 마케팅·광고 공모전에 참가하며 유수 기업들과의 산학협력을 통해 실전 마케터로서의 역량을 기릅니다. ✨ 최근 산학협력 기업 : LG전자, 동대문 엽기 떡볶이, 스킨 1004, 금영 엔터테인먼트, 코스알엑스, 하퍼스바자, 컴포트랩, SKT브로드밴드, 우리카드, 무학 등 (더 많은 수상실적 및 산학협력 기업은 http://skkumapi.kr/aboutmapi/ 에서 확인할 수 있습니다.)

4) 인적 네트워크 형성
OB 네트워크를 기반으로 한 필드트립, 마피교육, 그리고 타 대학 마케팅 학회와의 교류 활동을 통하여 다양한 인적 네트워크를 형성할 수 있습니다."
BUS,보드게임,"보드게임, 번개, 친목","안녕하세요😸 대학생 보드게임 동아리 BUS입니다!
무더운 여름이 가고 시원한 바람과 함께 9월달이 찾아왔는데요~😆
BUS와 함께 추억을 만들 10.3기 신입분들을 모집합니다🎉

BUS에 들어와야하는 이유!

첫 번째! 월 4번의 보드게임 정기모임!

BUS는 한 달에 4번(평일 2번/주말 2번)의 보드게임 정기모임을 회기역 '미플보드게임'에서 가지고 있어요!

보드게임을 여러가지 해보고 싶은데 게임을 잘 모르겠어요🤔 또는
주변에 같이 보드게임을 할 사람이 없어요 😢라고 생각해 본적 있으시다면 저희 BUS에서 같이 파티게임, 전략게임, 신작게임 등을 다양하게 즐겨보아요👍

두 번째 월 최대 2번의 정기모임 비용 지원!

BUS는 정기모임 비용을 한달에 2번까지(평일/주말 상관없이) 전액 지원해드리고 있습니다! 😲
보드게임카페를 자주 이용하다보면 돈이 많이 나가게 되는 슬픔을 겪게 되는데 그런 분들을 위해 분기당 4.2만원으로 하루종일 보드게임 카페에서 게임을 즐기실 수 있습니다!😁

세 번째 다양한 번개와 소모임!

한달 네번의 정기모임으로는 부족하다고 생각하신다면 현재 BUS에서는 다양한 소모임과 번개가 열리고 진행되어 함께 취미생활을 즐길 수 있습니다!

보드게임 동아리에 왔으니 보드게임을 자주 하고 싶다면 보드게임 번개, 하고 싶은 방탈출이 있다면 방탈출 번개, 탁구나 배드민턴을 같이 치고 싶다면 스포츠 번개🏸를 열 수 있는 소모임들이 있습니다. 이외에도 스팀게임, 롤, 마작 등등의 소모임들이 활성화되어 있습니다!

네 번째 분기별로 진행되는 행사들과 동아리 운영!

2014년 부터 시작된 BUS는 국내 최초 대학생 연합 보드게임 동아리답게 탄탄하게 잡힌 동아리 체제와 운영속에서 🔥10🔥년차에 접어들게 되었습니다!

BUS는 분기별, 월별로 정기모임 이외의 행사들을 진행하고 있어요!
동아리 N주년 파티, 여름/겨울 MT, 할로윈 파티, 신환회, 송년회, 정기총회 등 여러가지 행사들을 진행하고 있어서 BUS에서 놀다보면 어느새 시간이 훌쩍 가있을거에요~"
Gru,학술,"경영, 전략, 프로젝트, 세션","🌱성균관대학교 실천경영전략학회 Gru 11th 신입 학회원 모집🌱

당신의 생각을 숨쉬게 하라!
성균관대학교 실천경영전략학회 Gru에서 11번째 신입 학회원을 모집합니다.

Gru는 2018년에 설립되어 빠르게 성장하고 있는 성균관대학교 실천경영전략학회입니다.
그루는 단순한 이론적 스터디에서 벗어나 실제 산업 현장에서의 실무적 경영전략 능력의 함양을 목적으로 합니다. 이를 위해 여러 스타트업과 협력하며, 해당 기업이 실제 운영하는 프로젝트를 기획하고 컨설팅합니다. 학회 내에서 구상한 경영 전략이 기업에 직접 반영되고 현업자로부터 피드백을 받는 과정을 통해, 차별적인 실무 경험을 쌓을 수 있습니다.

🌱GRU 주요 활동
한 달간의 교육세션을 통해 전략 도출 역량을 기릅니다.
이후 3곳의 기업과 산학협력을 진행하며, 기업 별 주제에 맞는 중·장기전략을 수립합니다. 수립한 경영 전략은 실제 사업에 반영될 예정입니다.

✅ 교육세션 (9/6 ~ 9/20)
교육세션은 전문적인 시장 분석을 위해 학습하는 시간입니다. 데이터를 활용한 경영전략 수립 방법론을 학습합니다.
- 📚1차 교육세션 : 데이터 리서치 방법론 교육 & 과제
- 📚2차 교육세션 : 설상훈 교수님 디자인씽킹 강의 & 장표 구성 교육
- 📗LINC+ 사업단 취업역량강화교육
- 📚3차 교육세션 : 전략성과지표와 수익성 교육

✅ 1분기 (9/7 ~ 11/15)
1분기는 팀별로 시장 분석을 하고 전략을 제안하는 경쟁 PT 기간입니다. 기업과 교수님의 피드백을 받으며 기업당 3주 동안 전략을 기획합니다.
🔎 기업 1 (9/7 ~ 9/27)
🔎 기업 2 (9/28 ~ 10/25)
🔎 기업 3 (10/26 ~ 11/15)

✅ 2분기 (11/16 ~ 12/27)
1분기 선정 전략을 실현가능성부터 비용 측면까지 고려하여 프로젝트를 완성합니다. 4주간 기업과 주 1~2회 미팅을 통해 실무 경험을 쌓을 수 있습니다.
- 전략 구체화 : 학회원 4인 1팀으로 각 기업당 2팀 배정, 기업과 밀접한 의사소통
- 전략 실행 : 모든 학회원이 실무 과정에 직접 참여하여 프로토타입 제작 및 프로젝트 완성
- 최종 결과 공유 : 각 팀의 프로젝트 과정과 최종 결과 공유, 프로젝트 연장 여부 검토

🌱성균관대학교 유일 LINC+사업단 연계 학회
그루는 성균관대학교 LINC+사업단 산학협력 경영학회로 선정되어, 2022년 7월부터 LINC+ UNIC(산학협동조합)과 연계해 산학협력 프로젝트를 진행하고 있습니다.
성균관대학교 LINC+ 의 핵심 역량 학생 중 30%의 비율이 그루 활동기수로 고정되어 있으며, 학회원에게 맞춤형 교육 프로그램, 협업 툴 학습, 교수진 멘토링 등의 지원이 제공될 예정입니다."
S.T.A.R,학술,"금융, 투자, 세미나, 펀드, 대회, 친목","성균관대학교 최고(最古)의 역사와 최고의 실력을 갖춘 금융투자학회 S.T.A.R에서 48기 신입학회원을 모집합니다.

🎖S.T.A.R의 최근 주요 성과🎖
• 타임폴리오자산운용 우수학회 'IVY CLUB' 선정 및 장학금 수여 (전국 11개 금융학회 선정)
• 2022년도 한국투자증권 KIS 리서치 대회 국내 1등
• 대학 연합 K.E.Y.S.S 리서치 대회 우승
• 2022년도 리서치아카데미아 암호화폐투자전략 장려상 수상
• 성균관대학교 명품학회 선정

🎖S.T.A.R의 주요 활동🎖

🌟 보고서 작성
S.T.A.R는 학회원들과 팀을 이루어 기업과 산업, 이슈를 분석하는 보고서를 작성합니다. 시장-산업-기업으로 이어지는 Top-down 논리에서 시작하여, 기업의 재무상태와 밸류에이션 및 T.P(목표주가)를 도출하여 최종적으로 기업에 대한 투자의견을 제시합니다. 재무와 회계를 이론적으로 학습하는 것에서 나아가 실제 기업 사례에 적용함으로써 투자 판단력을 기를 수 있는 활동입니다.

🌟 세미나
세미나는 S.T.A.R의 가장 핵심적인 활동으로, 토요일에 진행됩니다. 세미나의 구성은 [펀드공시 - 팀 보고서 발표 - QnA와 피드백]으로 이뤄집니다. 각 팀에서 작성한 보고서를 읽고 투자 아이디어를 공유하는 등 기업에 대한 적정 가치를 함께 고민하는 시간입니다.

🌟 학회 펀드 운용
S.T.A.R는 ‘스타펀드’라는 학회 자체 펀드를 보유하고 있습니다. 스타펀드는 학회에서 보고서로 다룬 기업과 펀드매니저들의 기업 선정을 통해 운용되고 있습니다. [학회 담당 교수님과의 의논 – 펀드 운용 – 주간 펀드내역 공시 및 세미나 펀드공시] 라는 체계적인 구조 속에 타인의 자본을 운용할 수 있는 기회를 얻을 수 있습니다.

🌟 각종 대회 참가
S.T.A.R는 매년 금융투자와 리서치 대회에 참가해 우수한 성적을 내고 있습니다.🏆

매 학기마다 고려대, 이화여대, 연세대, 서강대의 대표 투자학회들과 연합하여 진행하는 K.E.Y.S.S 리서치 대회에 참가하고 있습니다. 최근 6년간 10회 수상하며 국내 대학 최고의 금융투자학회로 거듭나고 있습니다.

뿐만 아니라 CFA에서 주관하는 Research Challenge, 한국투자증권 KIS리서치 대회, 키움증권 모의투자대회, DB Gaps 투자대회, 타임폴리오자산운용 투자대회 등의 대회 역시 매년 참가하여 우수한 성과를 내고 있습니다.
⠀
🌟 친목
단단한 인적 네트워크는 S.T.A.R의 자랑입니다. 학회원들간의 끈끈함은 기본이며 한강 소풍, MT 등 친목을 다지는 활동 역시 정기적으로 진행하고 있습니다.

OB와의 교류도 매우 활발하게 진행 중 입니다. S.T.A.R는 400명 이상의 Alumni를 보유하고 있습니다. 특히 학회 세미나와 홈커밍데이에 방문해주시기에 금융업에 대한 생생한 현업 정보도 듣고 함께 식사도 하면서 S.T.A.R만의 끈끈한 네트워크를 쌓아나갈 수 있습니다.
⠀
🎖S.T.A.R의 커리큘럼🎖
• 1학기: 신입학회원 교육, 기업분석 보고서 작성, K.E.Y.S.S 대회 출전
• 방학학기: 신입학회원 방학 리서치 팀 활동, 모의투자 대회
• 2학기: 학회 펀드 운용, 기업분석 보고서 작성
• 3학기: 산업분석 및 이슈분석 보고서 작성, 각종 대회 출전 및 인턴십"
